MovielensID,Title,Year,Genre,Director,Cast,Runtime,Languages,Certificate,Plot,Url
2002,Lethal Weapon 3,1992,Action|Comedy|Crime|Drama,Richard Donner,"Mel Gibson,Danny Glover,Joe Pesci,Rene Russo,Stuart Wilson",118 minutes,English,R,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",https://movielens.org/movies/2002
2611,"Winslow Boy, The",1999,Drama,David Mamet,"Rebecca Pidgeon,Gemma Jones,Nigel Hawthorne,Sarah Flind,Colin Stinton",104 minutes,English,G,"Early 20th century England: while toasting his daughter Catherine's engagement, Arthur Winslow learns the royal naval academy expelled his 14-year-old son, Ronnie, for stealing five shillings. Father asks son if it is true; when the lad denies it, Arthur risks fortune, health, domestic peace, and Catherine's prospects to pursue justice.",https://movielens.org/movies/2611
453,For Love or Money,1993,Comedy,Barry Sonnenfeld,"Michael J. Fox,Gabrielle Anwar,Anthony Higgins,Fyvush Finkel,Sandra Reaves-Phillips",94 minutes,English,PG,"New York concierge Doug Ireland wants to go into business for himself and refurbish a hotel on Roosevelt Island, N.Y., but he needs an investor. With a few weeks left before his option on the site runs out, Doug agrees to help wealthy Christian Hanover conceal his affair with salesgirl Andy Hart from his wife. Despite his own attraction to Andy, Doug tries to stay focused on getting Christian to invest $3 million in his project.",https://movielens.org/movies/453
2905,Sanjuro,1962,Action|Adventure,Akira Kurosawa,"Toshirō Mifune,Tatsuya Nakadai,Keiju Kobayashi,Yūzō Kayama,Reiko Dan",96 minutes,日本語,NR,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",https://movielens.org/movies/2905
1014,Pollyanna,1960,Children's|Comedy|Drama,David Swift,"Hayley Mills,Jane Wyman,Richard Egan,Karl Malden,Nancy Olson",134 minutes,English,NR,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,https://movielens.org/movies/1014
3530,Smoking/No Smoking,1993,Comedy,Alain Resnais,"Sabine Azéma,Pierre Arditi,Peter Hudson",298 minutes,Français,,"""Smoking"" and ""No Smoking"" are two segments of the film which are based on closely connected plays. The original plays covered eight separate stories, which have been pared down to three each for these movies. At a certain point in the story of each segment, the five female characters (all played by Sabine Azema) and the four male characters (all played by Pierre Arditi) have their lives skillfully recapped in terms of ""what might have happened"" if they had made or failed to make certain choices. For example, ""No Smoking"" focuses chiefly on the relationship between the mild-mannered Miles Coombes and his infinitely more aggressive and ambitious wife, Rowena.",https://movielens.org/movies/3530
3919,Hellraiser III: Hell on Earth,1992,Horror,Anthony Hickox,"Terry Farrell,Doug Bradley,Kevin Bernhardt,Ken Carpenter,Paula Marshall",93 minutes,English,R,"Pinhead is trapped in the Pillar of Souls. Fortunately for him it is bought by a young playboy who owns his own nightclub. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle box so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way.",https://movielens.org/movies/3919
2643,Superman IV: The Quest for Peace,1987,Action|Adventure|Sci-Fi,Sidney J. Furie,"Christopher Reeve,Gene Hackman,Jackie Cooper,Marc McClure,Jon Cryer",90 minutes,"English,Français,Italiano,Pусский",PG,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",https://movielens.org/movies/2643
3000,"Princess Mononoke, The (Mononoke Hime)",1997,Action|Adventure|Animation,Hayao Miyazaki,"Youji Matsuda,Yuriko Ishida,Yûko Tanaka,Kaoru Kobayashi,Masahiko Nishimura",134 minutes,日本語,PG-13,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",https://movielens.org/movies/3000
2164,Surf Nazis Must Die,1987,Drama,Peter George,"Gail Neely,Robert Harden,Barry Brenner,Dawn Wildsmith,Michael Sonye",81 minutes,English,R,"When a Black oil well worker is killed by a band of California neo-Nazis, his gun-wielding grandmother busts out of her retirement home to avenge him.",https://movielens.org/movies/2164
3336,It Happened Here,1966,Drama,"Kevin Brownlow,Andrew Mollo","Pauline Murray,Sebastian Shaw,Bart Allison,Frank Bennett,Nicolette Bernard",101 minutes,"English,Deutsch,Polski",,"World War II, 1940. When the Nazi hordes invade and occupy Great Britain, the English citizens are soon divided between those who choose to submissively collaborate and those who are willing to fight.",https://movielens.org/movies/3336
1426,Zeus and Roxanne,1997,Children's,George T. Miller,"Steve Guttenberg,Kathleen Quinlan,Arnold Vosloo,Dawn McMillan,Jessica Howell",98 minutes,English,PG,"Mary Beth is a marine biologist that gets annoyed when a dog called Zeus stows aboard her research boat. Nevertheless she is intrigued when the intrusive canine makes best-friends with her captive dolphin, Roxanne. She falls in love with Zeus's owner, Terry, a musician who rides a bike.",https://movielens.org/movies/1426
1149,JLG/JLG - autoportrait de décembre,1995,Documentary|Drama,Jean-Luc Godard,"Jean-Luc Godard,Geneviève Pasquier,Denis Jadót,Brigitte Bastien,Elisabeth Kaza",62 minutes,"Deutsch,Français,English,Italiano,Pусский",,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.",https://movielens.org/movies/1149
3191,"Quarry, The",1998,Drama,Marion Hänsel,"John Lynch,Jonny Phillips,Serge-Henri Valcke,Oscar Petersen,Sylvia Esau",112 minutes,,,"This thriller investigates the mysterious assassination of a gay pastor in rural South Africa. Without witnesses or explanations, the crime appears to the police and others as a jigsaw puzzle without enough pieces. The police then suspect and arrest people based on the usual prejudices, black and coloured people who plant marijuana in this case. Meanwhile, the true assassin not only goes his way unpunished from the very beginning, but becomes one of the rural town's most respected citizens. The sheriff at one point does begin having certain suspicions, and from there on the bulk of the plot is played out. The location is a very arid part of South Africa, so with so much desert rock, there are bound to be quarries. Some may reveal important secrets.",https://movielens.org/movies/3191
1944,From Here to Eternity,1953,Drama|Romance|War,Fred Zinnemann,"Burt Lancaster,Montgomery Clift,Deborah Kerr,Donna Reed,Frank Sinatra",118 minutes,"English,Italiano",NR,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",https://movielens.org/movies/1944
3291,Trois,2000,Thriller,Rob Hardy,"Gary Dourdan,Kenya Moore,Gretchen Palmer,Chrystale Wilson,Bryce Wilson",93 minutes,English,R,"Jermaine, a young struggling Atlanta lawyer, decides to spruce up his marriage with Jasmine, who's mentally recovering from an abusive previous relationship, by hiring Jade, a bisexual stripper/prostitute fighting a custody battle with her ex-husband for their four-year-old son, for a threesome menage-a-trois get together only to have all three of them suffer the after-affects when Jermaine begins acting possessive towards Jasmine and Jade which leads to Jade (or someone) stalking him and disrupting his private and professional life. Written by Matt Patay",https://movielens.org/movies/3291
884,Sweet Nothing,1995,Drama,Gary Winick,"Michael Imperioli,Mira Sorvino,Joyce Phillips,Paul Calderon,Lisa Louise Langford",89 minutes,English,R,"Angel celebrates the birth of his daughter by taking his first hit of crack cocaine. With the hesitant support of his wife, Monika, he joins a friend of his to deal drugs for a short time--enough time to get out of debt and buy some nice things for the family. Three years later, Angel is still dealing, and has not saved any money, instead spending it on crack. His addiction grows, straining his friendship and his family life, and he gradually loses control.",https://movielens.org/movies/884
848,"Spitfire Grill, The",1996,Drama,Lee David Zlotoff,"Alison Elliott,Ellen Burstyn,Marcia Gay Harden,Will Patton,Kieran Mulroney",117 minutes,English,PG-13,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others.",https://movielens.org/movies/848
928,Rebecca,1940,Romance|Thriller,Alfred Hitchcock,"Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,Nigel Bruce",130 minutes,"English,Français",NR,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",https://movielens.org/movies/928
452,Widows' Peak,1994,Drama,John Irvin,"Mia Farrow,Joan Plowright,Natasha Richardson,Adrian Dunbar,Jim Broadbent",101 minutes,English,,Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader,https://movielens.org/movies/452
3945,Digimon: The Movie,2000,Adventure|Animation|Children's,"Mamoru Hosoda,Shigeyasu Yamauchi","Lara Jill Miller,Joshua Seth,Bob Papenbrook,David Lodge,Dorothy Elias-Fahn",89 minutes,日本語,PG,"When a powerful new Internet Digimon hatches and begins to consume data at an alarming rate, the Digidestined - kids chosen to save the digital world - must put an end to the destruction before the damage becomes irreversible and worldwide communication halts forever. As computer-based missiles are launched, and a wayward Digimon kidnaps the Digidestined, only the combined efforts of a worldwide network of kids and a new group of ""Digidestined"" can rescue the others and stop global disaster.",https://movielens.org/movies/3945
1358,Sling Blade,1996,Drama|Thriller,Billy Bob Thornton,"Billy Bob Thornton,Dwight Yoakam,J.T. Walsh,John Ritter,Lucas Black",135 minutes,English,R,"Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world.",https://movielens.org/movies/1358
3553,Gossip,2000,Drama|Thriller,Davis Guggenheim,"James Marsden,Lena Headey,Norman Reedus,Kate Hudson,Eric Bogosian",90 minutes,"Italiano,English",R,"For a class project, three college students decide to invent an unfounded rumor about the most popular girl on campus. But as the rumor spreads, it begins to spiral out of control.",https://movielens.org/movies/3553
1793,Welcome to Woop-Woop,1998,Comedy,Stephan Elliott,"Johnathon Schaech,Rod Taylor,Susie Porter,Richard Moir,Barry Humphries",106 minutes,English,R,A con artist escapes a deal gone wrong in New York and winds up in the Aussie outback in a strange town whose inhabitants are an oddball collection of misfits.,https://movielens.org/movies/1793
3460,Hillbillys in a Haunted House,1967,Comedy,Jean Yarbrough,"Ferlin Husky,Joi Lansing,Don Bowman,John Carradine,Lon Chaney Jr.",86 minutes,English,,"Country singers on their way to Nashville have car trouble, forcing them to stop at an old haunted mansion. Soon they realize that the house is not only haunted, but is also the headquarters of a ring of international spies after a top secret formula for rocket fuel.",https://movielens.org/movies/3460
918,Meet Me in St. Louis,1944,Musical,Vincente Minnelli,"Judy Garland,Margaret O'Brien,Mary Astor,Lucille Bremer,Leon Ames",113 minutes,English,,The life of a St. Louis family in the year before the 1904 St. Louis World's Fair.,https://movielens.org/movies/918
2095,"Shaggy D.A., The",1976,Children's|Comedy,Robert Stevenson,"Dean Jones,Suzanne Pleshette,Tim Conway,Keenan Wynn,Jo Anne Worley",91 minutes,English,G,"Wilby Daniels, a successful lawyer running for District Attorney, suddenly finds himself being transformed into an English sheepdog. Somehow he has to keep his change a secret and find just what is causing it, all the while eluding the local dog catcher.",https://movielens.org/movies/2095
1898,"Land Girls, The",1998,Drama|War,David Leland,"Catherine McCormack,Rachel Weisz,Anna Friel,Steven Mackintosh,Paul Bettany",111 minutes,English,R,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",https://movielens.org/movies/1898
666,All Things Fair,1995,Drama,Bo Widerberg,"Johan Widerberg,Marika Lagercrantz,Tomas von Brömssen,Karin Huldt,Nina Gunke",125 minutes,"Deutsch,svenska,English",,"Stig is a 15-year-old pupil of 37-year-old teacher Viola. He is attracted by her beauty and maturity while she is drawn to him by his youth and innocence, a godsent relief from her drunk and miserable husband.",https://movielens.org/movies/666
23,Assassins,1995,Thriller,Richard Donner,"Sylvester Stallone,Antonio Banderas,Julianne Moore,Anatoli Davydov,Muse Watson",132 minutes,"English,Español,Nederlands",R,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",https://movielens.org/movies/23
2325,Orgazmo,1998,Comedy,Trey Parker,"Trey Parker,Dian Bachar,Matt Stone,Michael Dean Jacobs,Robyn Lynne Raab",94 minutes,"日本語,English",NC-17,A devout Mormon living in L.A. becomes a pornographic actor after his martial arts moves impress a big-time director.,https://movielens.org/movies/2325
1162,"Ruling Class, The",1972,Comedy,Peter Medak,"Peter O'Toole,Alastair Sim,Arthur Lowe,Harry Andrews,Coral Browne",154 minutes,"Deutsch,English,Français,Italiano,Latin",PG,"When the Earl of Gurney dies in a cross-dressing accident, his schizophrenic son, Jack, inherits the Gurney estate. Jack is not the average nobleman; he sings and dances across the estate and thinks he is Jesus reincarnated. Believing that Jack is mentally unfit to own the estate, the Gurney family plots to steal Jack's inheritance. As their outrageous schemes fail, the family strives to cure Jack of his bizarre behavior, with disastrous results.",https://movielens.org/movies/1162
1253,"Day the Earth Stood Still, The",1951,Drama|Sci-Fi,Robert Wise,"Michael Rennie,Patricia Neal,Billy Gray,Sam Jaffe,Hugh Marlowe",92 minutes,"English,Français",,An alien and a robot land on Earth after World War II and tell mankind to be peaceful or face destruction.,https://movielens.org/movies/1253
1485,Liar Liar,1997,Comedy,Tom Shadyac,"Jim Carrey,Maura Tierney,Justin Cooper,Cary Elwes,Anne Haney",86 minutes,English,PG-13,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",https://movielens.org/movies/1485
1598,Desperate Measures,1998,Crime|Drama|Thriller,Barbet Schroeder,"Michael Keaton,Andy García,Brian Cox,Marcia Gay Harden,Erik King",100 minutes,"English,Español",R,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most: freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",https://movielens.org/movies/1598
420,Beverly Hills Cop III,1994,Action|Comedy,John Landis,"Eddie Murphy,Judge Reinhold,Hector Elizondo,Timothy Carhart,John Saxon",105 minutes,English,R,"When his boss is killed, Detroit cop Alex Foley finds evidence that the murderer had ties to a California amusement park called Wonder World. Returning to sunny Beverly Hills once more, Foley reunites with Detective Billy Rosewood to solve the case. Along with Billy's new partner, Detective Jon Flint, they discover that Wonder World is being used as a front for a massive counterfeiting ring.",https://movielens.org/movies/420
2880,Operation Condor 2 (Longxiong hudi),1986,Action|Adventure|Comedy,"Jackie Chan,Eric Tsang","Jackie Chan,Alan Tam,Rosamund Kwan,Lola Forner,Božidar Smiljanić",98 minutes,广州话 / 廣州話,,"Jackie Chan stars as Asian Hawk, an Indiana Jones-style adventurer looking to make a fortune in exotic antiquities. After Hawk discovers a mysterious sword in Africa, a band of Satan-worshipping monks kidnap his ex-girlfriend Lorelei, demanding the sword as ransom as well as other pieces of the legendary Armour of God - a magical outfit dating back to the Crusades.",https://movielens.org/movies/2880
2039,Cheetah,1989,Adventure|Children's,Jeff Blyth,"Keith Coogan,Lucy Deakins,Timothy Landfield,Colin Mothupi,Breon Gorman",83 minutes,English,G,"An American boy and girl, spending six months in Kenya with their scientist parents adopt a cheetah, only to realize that they must set it loose so that it can learn to hunt and be free. However, when the animal is captured by poachers planning to race it against greyhounds, the two city kids, together with a young African goat herder they befriended, head off into the wild to rescue the cheetah.",https://movielens.org/movies/2039
906,Gaslight,1944,Mystery|Thriller,George Cukor,"Charles Boyer,Ingrid Bergman,Joseph Cotten,May Whitty,Angela Lansbury",114 minutes,English,NR,A newlywed fears she's going mad when strange things start happening at the family mansion.,https://movielens.org/movies/906
563,Germinal,1993,Drama,Claude Berri,"Miou-Miou,Renaud,Jean Carmet,Judith Henry,Jean-Roger Milo",160 minutes,Français,,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",https://movielens.org/movies/563
2392,Jack Frost,1998,Comedy|Drama,Troy Miller,"Michael Keaton,Kelly Preston,Mark Addy,Joseph Cross,Henry Rollins",101 minutes,English,PG,"A father, who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son before he is gone forever.",https://movielens.org/movies/2392
255,"Jerky Boys, The",1995,Comedy,James Melkonian,"John G. Brennan,Kamal Ahmed,Alan Arkin,William Hickey,Vincent Pastore",82 minutes,English,R,"When two unemployed telephone pranksters decide to use their vocal ""talents"" to impersonate a Chicago mob boss and curry favor with organized crime in New York, the trouble begins. It isn't long before Johnny and Kamal (the ""Jerky Boys"" of crank call fame) are wanted by the local mafia, the police, and their neighbor.",https://movielens.org/movies/255
497,Much Ado About Nothing,1993,Comedy|Romance,Kenneth Branagh,"Emma Thompson,Kenneth Branagh,Robert Sean Leonard,Kate Beckinsale,Denzel Washington",111 minutes,English,PG-13,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",https://movielens.org/movies/497
1588,George of the Jungle,1997,Children's|Comedy,Sam Weisman,"Brendan Fraser,Leslie Mann,Thomas Haden Church,John Cleese,Richard Roundtree",92 minutes,"English,Español",PG,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",https://movielens.org/movies/1588
347,Bitter Moon,1992,Drama,Roman Polanski,"Peter Coyote,Emmanuelle Seigner,Hugh Grant,Kristin Scott Thomas,Victor Banerjee",139 minutes,"Français,English",R,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.,https://movielens.org/movies/347
278,Miami Rhapsody,1995,Comedy,David Frankel,"Sarah Jessica Parker,Antonio Banderas,Mia Farrow,Gil Bellows,Kevin Pollak",95 minutes,"English,Magyar",PG-13,"Gwyn Marcus has always wanted a marriage like her parents. She has just accepted the proposal of her boyfriend Matt, but she has misgivings about their future together. Her fear of commitment grows as she learns of the various affairs that her family is having. With her sister getting married and her brother already married, her mother is growing concerned about Gwyn's being the last single person in the family. But the more she thinks about marriage, the more she must search for the balance between career, marriage and family.",https://movielens.org/movies/278
2557,I Stand Alone (Seul contre tous),1998,Drama,Gaspar Noé,"Philippe Nahon,Blandine Lenoir,Frankie Pain,Martine Audrain,Zaven",89 minutes,Français,,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",https://movielens.org/movies/2557
1221,"Godfather: Part II, The",1974,Action|Crime|Drama,Francis Ford Coppola,"Al Pacino,Robert Duvall,Diane Keaton,Robert De Niro,John Cazale",202 minutes,"English,Italiano,Latin,Español",R,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",https://movielens.org/movies/1221
2543,Six Ways to Sunday,1997,Comedy,Adam Bernstein,"Norman Reedus,Debbie Harry,Adrien Brody,Paul D'Amato,Holter Graham",97 minutes,English,,"Norman Reedus stars as Harry Odum, a henpecked, 18-year-old momma's boy in Youngstown, Ohio, who -- with his violent temper -- impresses a local boss of the Jewish Mafia. Soon he's found his calling as a hit man alongside his crack addict partner Arnie Finklestein (Adrien Brody), and he discovers that his rage and complicated psychosis fuel his murderous abilities. Harry also falls for the organization's limping, Hungarian-born maid Iris (Elina Lowensohn), a romance complicated by Harry's Oedipal, sexual relationship with his domineering mother Kate (Deborah Harry).",https://movielens.org/movies/2543
62,Mr. Holland's Opus,1995,Drama,Stephen Herek,"Richard Dreyfuss,Glenne Headly,Jay Thomas,Olympia Dukakis,William H. Macy",143 minutes,English,PG,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",https://movielens.org/movies/62
3131,Broadway Damage,1997,Comedy,Victor Mignatti,"Hugh Panaro,Michael Shawn Lucas,Mara Hobel,Aaron Williams,Alan Filderman",111 minutes,English,,"A quirky, romantic comedy about the complexity and frustration of finding a true love in the gay community. Marc is a struggling actor who finds an apartment in NYC by searching the obituaries. He lives with his out-of-work, eccentric fag-hag Cynthia. His best friend, Robert, is secretly in love with Marc, while Marc falls head over heels for flighty studio musician David. Things heat up as Marc's desire for David keeps him waiting by the phone, while Cynthia gets financially cut off from her rich parents and Robert struggles to express his feelings for Marc.",https://movielens.org/movies/3131
32,Twelve Monkeys,1995,Drama|Sci-Fi,Terry Gilliam,"Bruce Willis,Madeleine Stowe,Brad Pitt,Christopher Plummer,David Morse",129 minutes,"English,Français",R,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",https://movielens.org/movies/32
1205,"Transformers: The Movie, The",1986,Action|Animation|Children's|Sci-Fi|Thriller|War,Nelson Shin,"Judd Nelson,Peter Cullen,Frank Welker,Leonard Nimoy,Orson Welles",84 minutes,English,PG,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",https://movielens.org/movies/4006
470,House Party 3,1994,Comedy,Eric Meza,"Christopher Reid,Christopher Martin,Bernie Mac,Chris Tucker,Angela Means",100 minutes,English,R,"Hip Hop duo Kid & Play return in the second follow-up to their 1990 screen debut House Party. Kid (Christopher ""Kid"" Reid) is taking the plunge and marrying his girlfriend Veda (Angela Means), while his friend Play (Christopher Martin) is dipping his toes into the music business, managing a roughneck female rap act called Sex as a Weapon. Play books the ladies for a concert with heavy-hitting pr",https://movielens.org/movies/470
1814,"Price Above Rubies, A",1998,Drama,Boaz Yakin,"Renée Zellweger,Christopher Eccleston,Julianna Margulies,Allen Payne,Glenn Fitzgerald",117 minutes,"Français,English",R,About a young woman who is married to a devout Jew and the problems that trouble their marriage because of the woman wanting something more out of her life.,https://movielens.org/movies/1814
1872,Go Now,1995,Drama,Michael Winterbottom,"Robert Carlyle,Juliet Aubrey,Sophie Okonedo,James Nesbitt,Berwick Kaler",81 minutes,English,,"Nick, is a young Scottish soccer player living in the big city. He meets Karen, and the two fall in love and move in together. Soon after, Nick exhibits signs of serious illness. As his body slowly succumbs to multiple sclerosis, he experiences a wide sweep of jagged emotions, and in the process gives himself and those who love him the strength to carry on.",https://movielens.org/movies/1872
2814,"Bat, The",1959,Horror,Crane Wilbur,"Vincent Price,Agnes Moorehead,Gavin Gordon,John Sutton,Lenita Lane",80 minutes,English,,"Mystery writer Cornelia Van Gorder has rented a country house called ""The Oaks"", which not long ago was the scene of some murders committed by a strange and violent criminal known as ""The Bat"". Meanwhile, the house's owner, bank president John Fleming, has recently embezzled one million dollars in securities and has hidden the proceeds in the house, but is killed before he can retrieve it.",https://movielens.org/movies/2814
198,Strange Days,1995,Action|Crime|Sci-Fi,Kathryn Bigelow,"Ralph Fiennes,Angela Bassett,Juliette Lewis,Tom Sizemore,Michael Wincott",145 minutes,English,R,"Former policeman Lenny Nero has moved into a more lucrative trade: the illegal sale of virtual reality-like recordings that allow users to experience the emotions and past experiences of others. While they typically contain tawdry incidents, Nero is shocked when he receives one showing a murder.",https://movielens.org/movies/198
229,Death and the Maiden,1994,Drama|Thriller,Roman Polanski,"Sigourney Weaver,Ben Kingsley,Stuart Wilson,Krystia Mova,Jonathan Vega",103 minutes,English,R,A political activist is convinced that her guest is a man who once tortured her for the government.,https://movielens.org/movies/229
2089,"Rescuers Down Under, The",1990,Animation|Children's,"Mike Gabriel,Hendel Butoy","Bob Newhart,Eva Gabor,John Candy,Tristan Rogers,Adam Ryen",77 minutes,English,G,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",https://movielens.org/movies/2089
1915,Voyage to the Beginning of the World,1997,Drama,Manoel de Oliveira,"Marcello Mastroianni,Jean-Yves Gautier,Leonor Silveira,Diogo Dória,Manoel de Oliveira",95 minutes,"Français,Português",,"Manoel is an aging film director who travels with the film crew through Portugal in search of the origins of Afonso, a famous French actor whose father emigrated from Portugal to France and in process remembers his own youth.",https://movielens.org/movies/1915
310,Rent-a-Kid,1995,Comedy,Fred Gerber,"Leslie Nielsen,Christopher Lloyd,Matt McCoy,Sherry Miller,Amos Crawley",85 minutes,English,G,"Harry Habert, owner of a rental company, has an original idea—to rent baby's from a nearby orphanage to local families. He rents the Ward siblings, 2 boys and a girl, to his first customers.",https://movielens.org/movies/310
2655,Howling II: Your Sister Is a Werewolf,1985,Horror,Philippe Mora,"Christopher Lee,Annie McEnroe,Reb Brown,Marsha Hunt,Sybil Danning",91 minutes,English,R,"After his sister is turned into a werewolf and subsequently killed, Ben White decides to help the enigmatic Stefan Crosscoe fight the growing population of lupine monsters, along with the lovely Jenny Templeton. Traveling to Transylvania, Ben, Jenny and Crosscoe attempt to hunt down the powerful werewolf queen, Stirba, and must face her furry followers, as well as other supernatural forces.",https://movielens.org/movies/2655
572,Foreign Student,1994,Drama,Eva Sereny,"Robin Givens,Marco Hofschneider,Charlotte Ross,Edward Herrmann,Jack Coleman",90 minutes,"English,Français",R,A French football playing exchange student falls in love.,https://movielens.org/movies/572
2028,Saving Private Ryan,1998,Action|Drama|War,Steven Spielberg,"Tom Hanks,Tom Sizemore,Edward Burns,Matt Damon,Barry Pepper",169 minutes,"Český,Deutsch,English,Français",R,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",https://movielens.org/movies/2028
